student_id,attendance,avg_grade,Dropout
1,0.8886942584282097,5.423104921568049,Dropout
2,0.9195,7.93,Dropout
3,0.7897919235401403,7.93,No dropout
4,0.8290699643846707,6.615787422768486,No dropout
5,0.7942612460054974,6.178977222072534,Dropout
6,0.8804308780707334,6.065445992683748,No dropout
7,0.7305127660129116,7.354579489642263,No dropout
8,0.772023049325728,6.950447305304025,No dropout
9,0.8021882076358856,7.93,No dropout
10,0.9195,7.002521568010154,Dropout
11,0.7769451916537198,6.661274261559465,No dropout
12,0.8276911951196929,7.332147780996934,No dropout
13,0.8896639636068595,6.64383134960332,No dropout
14,0.8457903826604631,5.286295503839517,No dropout
15,0.8165325272403705,5.07,No dropout
16,0.8579134926293701,6.952076011651128,No dropout
17,0.7612997712397018,5.742526371917764,Dropout
18,0.7685851354119039,7.575285754425228,No dropout
19,0.856988281878057,5.99956776966868,No dropout
20,0.891934547268087,7.0595606069410595,Dropout
21,0.9195,5.956445081829722,No dropout
22,0.8977901159837858,6.514178680574831,No dropout
23,0.784862397053568,7.65948619997914,No dropout
24,0.8077878878810838,7.93,No dropout
25,0.9195,5.07,Dropout
26,0.898812501731134,6.170580638979563,No dropout
27,0.7331680331264777,6.058837505323677,No dropout
28,0.7682460502888234,6.719267308756424,No dropout
29,0.8142037638027343,5.07,No dropout
30,0.7679165043456057,7.227583622224416,No dropout
31,0.9195,5.290862500769839,Dropout
32,0.8169702993932376,6.3930619809965545,Dropout
33,0.777771382539078,5.217860322187079,No dropout
34,0.7885110810776386,7.93,Dropout
35,0.772890376796287,5.733334222837962,Dropout
36,0.8185749272160351,7.725351474959471,No dropout
37,0.7269181328676955,5.817878951440864,No dropout
38,0.8315907235516723,6.199535416740367,No dropout
39,0.8643399282795946,6.024441339651423,Dropout
40,0.8431299961181964,5.31850533789518,No dropout
41,0.9020988991836532,6.50394876915358,Dropout
42,0.8514120942503519,6.61538166795963,No dropout
43,0.9195,5.07,No dropout
44,0.7616201653338655,5.07,Dropout
45,0.9153651535368807,6.014534196303208,No dropout
46,0.8298780239655812,6.18220936873546,Dropout
47,0.9195,6.076513186579012,No dropout
48,0.9139283100659031,6.663973048574533,No dropout
49,0.7852718633055162,5.07,No dropout
50,0.8663354107012671,6.804017916049109,No dropout
51,0.8557821542779435,6.602687786096439,No dropout
52,0.9195,6.2334423519068025,No dropout
53,0.7610802418857516,6.880022802828768,Dropout
54,0.8469207111421486,5.784118290178903,No dropout
55,0.7730905685603793,5.07,No dropout
56,0.7105,7.12335343453408,No dropout
57,0.9195,5.682487857290246,No dropout
58,0.8253698709674613,5.07,No dropout
59,0.7105,7.338989471093626,No dropout
60,0.8201971431010739,6.852615255233857,No dropout
61,0.8741617564788525,5.432134801800617,Dropout
62,0.9195,6.208140084234001,No dropout
63,0.7105,5.07,No dropout
64,0.9195,5.07,Dropout
65,0.9195,7.156547890795183,No dropout
66,0.9195,6.662024464835021,No dropout
67,0.837493679202293,5.7560488905317815,Dropout
68,0.7202726232576624,7.2647674600553,No dropout
69,0.808131650039629,5.752125692265101,No dropout
70,0.8640215973603037,6.77112925706336,No dropout
71,0.8130487309500626,5.930483260012462,No dropout
72,0.8020544354823747,6.776649882447771,No dropout
73,0.7419475162683272,7.229815194175547,No dropout
74,0.8609229617207113,7.273584300648608,Dropout
75,0.892520856078174,5.431947324305885,No dropout
76,0.839493114351968,6.541676060287986,No dropout
77,0.8014606991947374,5.237805750670555,No dropout
78,0.7534656567849407,5.758107237337748,No dropout
79,0.7756979029252665,7.93,No dropout
80,0.8190021445680846,5.5645830475139295,Dropout
