student_id,attendance,avg_grade,Dropout
1,0.7105,7.8522603957880115,No dropout
2,0.7523830520269721,6.8136744432940946,Dropout
3,0.8263794927908392,6.924814453689827,No dropout
4,-0.4315489555252008,5.07,No dropout
5,2.0180278463004733,5.152262693195891,Dropout
6,0.8525143732932844,1.205719332271162,Dropout
7,0.8511863109031672,5.07,No dropout
8,0.8590583276110272,6.128724472928773,No dropout
9,0.7105,5.07,No dropout
10,0.838074889708486,7.022329255692162,No dropout
11,0.7105,,No dropout
12,0.8558573795516378,5.96403995601621,Dropout
13,0.8724530687619125,5.977640541805912,No dropout
14,0.8785984041059273,6.435961700582597,No dropout
15,0.7105,6.6415671965770615,Dropout
16,0.8255846747569487,7.651264297644878,Dropout
17,0.9195,6.75512052088827,Dropout
18,0.8967371287052113,5.07,No dropout
19,0.719413514789764,5.07,No dropout
20,0.8513601738430481,6.951097093244911,No dropout
21,0.7105,6.752096722869135,Dropout
22,0.8112935525618012,7.709005372284208,Dropout
23,0.8614059967256829,5.07,No dropout
24,0.7478567430340703,7.93,Dropout
25,0.8710339298758842,6.357272622831708,Dropout
26,0.8269971396331512,7.93,No dropout
27,0.9054485932742472,5.224069846319012,No dropout
28,0.7984397162397029,7.432138172198142,No dropout
29,0.8404533351403585,6.3141992765846515,No dropout
30,0.7245515868191386,7.791905183006897,No dropout
31,0.8087182210829081,5.28503004776404,No dropout
32,0.8189805834017928,7.167471654279401,No dropout
33,0.9195,7.263641855868336,Dropout
34,,6.590815414649419,Dropout
35,0.826024055268548,6.204303752390936,No dropout
36,0.9195,5.501670181199609,No dropout
37,0.8046546718447523,7.428112828368091,Dropout
38,0.8422150918536913,5.20062392612271,No dropout
39,0.7231831011905574,6.7133988904241155,Dropout
40,0.848813975335506,5.785638799533117,No dropout
41,0.7105,7.517926285212453,No dropout
42,0.9195,7.081343463023037,No dropout
43,-0.4532183552982946,6.055901434655394,No dropout
44,0.8490452541516696,7.93,No dropout
45,0.9195,,Dropout
46,0.7860329159918602,5.07,Dropout
47,0.9195,5.626001455392665,No dropout
48,0.7940215869240441,7.164461841552988,No dropout
49,0.8812862516806855,7.150863788492547,Dropout
50,0.7829198234506995,6.316723224550928,No dropout
51,0.8065623551698063,5.245720565688566,Dropout
52,0.7600457351088666,6.101662664643419,No dropout
53,0.9010907330769393,6.63274833847405,Dropout
54,0.7558699829869965,5.07,No dropout
55,0.8181125969310519,5.872945153159034,Dropout
56,0.8992777815644273,10.78297438396493,Dropout
57,0.7756191110099423,6.68492708497051,No dropout
58,0.7105,6.7418404352445895,No dropout
59,0.9025140549784063,5.32036403472908,Dropout
60,0.9195,,No dropout
61,0.7939080107478902,6.122277321732081,No dropout
62,1.9919716912343617,7.93,No dropout
63,0.9195,7.731409607562275,No dropout
64,0.8978370112875065,6.876995372037095,Dropout
65,0.8929394937083209,3.150578127003701,No dropout
66,0.7105,5.07,No dropout
67,0.7673451323465618,5.139828657891746,No dropout
68,0.7769372030353663,6.2499362370561276,No dropout
69,0.7925481779295394,5.934200188635909,No dropout
70,0.75018671848612,5.617473970575784,No dropout
71,0.8083296739641088,5.807654639569378,No dropout
72,0.7742934639492438,6.339814804023213,No dropout
73,,5.961492131402399,Dropout
74,0.8177819683790195,7.632877629085358,No dropout
75,0.8632644404198694,7.2374596008027465,No dropout
76,0.9195,6.5554646024712016,No dropout
77,,5.824839145113479,No dropout
78,0.8179849872572963,5.893338641838578,No dropout
79,0.759574470646103,5.07,Dropout
80,,6.336605777412839,No dropout
81,,6.211866314113202,No dropout
82,0.7130346424592787,6.441005887443251,No dropout
83,0.7885869448623396,5.8076011910639345,No dropout
84,0.8054570577179041,5.07,No dropout
85,,5.07,No dropout
86,0.8739745208357128,6.966030399850108,No dropout
87,0.7105,5.07,Dropout
88,0.8203768774303005,6.205207809440931,No dropout
89,0.9195,10.873224380052452,No dropout
90,0.7591045415221245,5.255712360305802,No dropout
91,0.8008531843373139,6.478862566964296,No dropout
92,,6.535193413974558,No dropout
93,0.7105,5.07,Dropout
94,0.7105,7.047188324118298,No dropout
95,0.7105,6.406408225245456,No dropout
96,0.7796406332569195,5.939299691616718,No dropout
97,0.7739765071728608,5.433187392443618,No dropout
98,0.8221563298764301,6.5029760761021445,Dropout
99,0.8017781269179983,6.988847901657744,No dropout
100,,7.063318346101863,Dropout
101,0.7105,5.848653657284964,No dropout
102,0.7598266679025443,7.553454690315708,Dropout
103,0.711303247360033,5.07,No dropout
104,0.7686708963938,5.679677113079316,No dropout
105,0.8059396140278627,6.751821930266892,Dropout
106,,5.07,No dropout
107,,5.07,Dropout
108,0.7588976151622018,5.760890969891436,Dropout
109,0.9133704836957443,6.039442621439132,Dropout
110,0.8212506125657068,6.89771002149181,Dropout
111,0.8497379617605226,11.52847256547305,Dropout
112,0.9195,6.327029686747841,No dropout
113,0.7142671489585705,5.882708426845862,Dropout
114,0.7171301300173174,5.606858181660729,No dropout
115,0.8139922396446242,10.662622940499375,No dropout
116,0.7710136173838921,6.062799509745126,No dropout
117,-0.5587807489373289,,No dropout
118,0.7780141959335151,5.59839821298068,Dropout
119,0.7372230990837505,5.07,No dropout
120,0.7105,7.2133622091051235,No dropout
121,0.8110014481353532,,Dropout
122,0.7553154236429159,,No dropout
123,0.8596625225535205,5.991817676377185,No dropout
124,0.8415525681046677,7.9292654074293605,Dropout
125,0.7676237734470259,5.07,Dropout
126,0.7957345715105281,5.782614828544515,No dropout
127,0.8208386614795777,5.919656644854946,No dropout
128,0.89343749008747,5.52637212865999,Dropout
129,0.8243233123209958,6.2794098186708185,Dropout
130,0.9134359953818446,9.843224380052453,No dropout
131,0.8119097391239664,,No dropout
132,1.994919683527543,,No dropout
133,0.8106483427483389,6.528287244374233,No dropout
134,0.7835379490896224,6.198939825448337,Dropout
135,0.8158776483487605,6.7845077886587655,No dropout
136,0.7444064531222871,5.934174527419965,No dropout
137,0.8990878678974041,5.71718258314259,No dropout
138,0.7545816490302493,7.1447509503041395,Dropout
139,0.9195,5.07,Dropout
140,0.86672781512296,5.6611905129968605,Dropout
141,2.0944359743286416,6.822515795013371,Dropout
142,0.7268779182885068,,No dropout
143,0.9195,6.512927222756398,Dropout
144,0.7906031885072391,10.873224380052452,Dropout
145,0.8549866760906186,7.824366067413479,Dropout
146,0.7601181008108586,5.07,No dropout
147,0.8553209926504228,7.291604933326591,No dropout
148,0.8134771640817491,6.395192390372148,Dropout
149,0.8309305399311345,5.246704989518757,No dropout
150,2.081440385012659,5.4342852866314715,No dropout
151,0.723753381813165,7.310797775605201,Dropout
152,0.8760338198113821,6.159905321071728,No dropout
153,0.8692535125627026,7.93,No dropout
154,0.9195,6.533877026036219,No dropout
155,0.9180508835403302,6.655625064696203,No dropout
156,0.9195,6.4078742732717995,No dropout
157,0.7336479535611938,5.5410003338410645,Dropout
158,0.8167689924962379,0.7505291491483508,No dropout
159,0.7146301097423644,7.808630036342896,No dropout
160,,10.909706908096375,No dropout
161,0.8017373659129803,11.554431670889482,No dropout
162,0.8666943026277143,6.607866196235317,Dropout
163,0.9195,5.969889003484311,Dropout
164,,5.07,No dropout
165,0.8741671787592548,6.819177501174925,Dropout
166,,7.107653391156227,No dropout
167,2.087356904389217,7.118090179258789,Dropout
168,0.8518446934502263,6.561701513645231,Dropout
169,0.9190277577267142,5.767650648823407,No dropout
170,,7.6778846160882575,No dropout
171,0.7105,7.8684263545259086,Dropout
172,0.7593703234796833,5.250102604435084,Dropout
173,0.9163660656419653,6.120329141332269,No dropout
174,0.7630530456645366,6.107706939189535,No dropout
175,0.7736089345703264,7.225580252998123,No dropout
176,0.8886308670890548,,Dropout
177,0.8310700562915788,5.121821415745015,Dropout
178,0.8358570742906236,7.869964671605721,No dropout
179,0.7913521990201947,6.406640593501334,Dropout
180,0.8396561313316238,5.07,Dropout
181,0.9018427942422276,6.557998658636534,No dropout
182,0.7110934688675999,7.492588361002882,No dropout
183,,,No dropout
184,0.7728479274079644,7.159324144761939,No dropout
185,,6.737715180551522,No dropout
186,2.0437708790116678,5.77967833833356,No dropout
187,0.8145541721537195,7.93,No dropout
188,0.8840366145578241,6.619083595878331,No dropout
189,0.7848632428088788,7.295106026421387,No dropout
190,,5.75400242131865,No dropout
191,0.76574898798836,6.056663332324599,No dropout
192,0.7105,,No dropout
193,0.7973279694708834,0.29677561994754775,No dropout
194,0.8856668176213999,7.4095704125137996,No dropout
195,0.8961635418880545,6.151088894351376,No dropout
196,0.8665560800349222,5.07,Dropout
197,0.7681566753078576,6.5154036419331005,Dropout
198,,6.419401817476317,Dropout
199,,2.7815637988051627,No dropout
200,0.8971515421259276,6.281317122700187,No dropout
201,,6.5604588583452434,No dropout
202,0.7105,1.7618630217213225,Dropout
203,0.813300315814255,6.0842933392820076,No dropout
204,,5.632202283013994,No dropout
205,0.8698115204390983,5.183997635989709,No dropout
206,0.7465043843799306,6.689558181343375,No dropout
207,0.785242060786025,5.938187376407419,No dropout
208,2.18128104015405,6.7371436892050545,No dropout
